frame,track_id,shape,cx,cy,area,state,confidence
22,2,circle,729,627,32345,confirmed,1.0
22,3,rectangle,368,236,29861,confirmed,1.0
22,4,trapezoid,1920,738,7059,coasting,1.0
22,5,triangle,608,723,19578,confirmed,1.0
23,1,pentagon,1365,773,36238,confirmed,1.0
23,2,circle,730,652,32321,confirmed,1.0
23,3,rectangle,368,236,29861,confirmed,1.0
23,4,trapezoid,1924,725,7059,coasting,1.0
23,5,triangle,608,723,18185,confirmed,1.0
24,1,pentagon,1365,773,36240,confirmed,1.0
24,2,circle,727,676,32366,confirmed,1.0
24,3,rectangle,368,236,29861,confirmed,1.0
24,4,trapezoid,1927,712,7059,coasting,1.0
24,5,triangle,607,722,15818,confirmed,1.0
25,1,pentagon,1365,773,36256,confirmed,1.0
25,2,circle,720,701,32322,confirmed,1.0
25,3,rectangle,368,236,29861,confirmed,1.0
25,4,trapezoid,1931,701,7059,coasting,1.0
25,5,triangle,601,720,13511,confirmed,1.0
26,1,pentagon,1365,773,36273,confirmed,1.0
26,2,circle,709,725,32349,confirmed,1.0
26,3,rectangle,368,236,29861,confirmed,1.0
26,4,trapezoid,1934,692,7059,coasting,1.0
26,5,triangle,593,717,11655,confirmed,1.0
27,1,pentagon,1365,773,36299,confirmed,1.0
27,2,circle,686,746,32376,confirmed,1.0
27,3,rectangle,368,236,29861,confirmed,1.0
27,4,trapezoid,1936,683,7059,coasting,1.0
27,5,triangle,584,712,8895,confirmed,1.0
28,1,pentagon,1365,773,36335,confirmed,1.0
28,2,circle,654,763,32341,confirmed,1.0
28,3,rectangle,368,236,29861,confirmed,1.0
28,4,trapezoid,1939,675,7059,coasting,1.0
28,5,triangle,577,709,8895,coasting,1.0
29,1,pentagon,1365,773,36342,confirmed,1.0
29,2,circle,616,777,32370,confirmed,1.0
29,3,rectangle,368,238,29575,confirmed,1.0
29,4,trapezoid,1941,667,7059,coasting,1.0
29,5,triangle,571,705,8895,coasting,1.0
30,1,pentagon,1365,772,36355,confirmed,1.0
30,2,circle,573,785,32345,confirmed,1.0
30,3,rectangle,368,238,29575,confirmed,1.0
30,4,trapezoid,1943,661,7059,coasting,1.0
30,5,triangle,590,701,7604,confirmed,1.0
31,1,pentagon,1365,772,36359,confirmed,1.0
31,2,circle,530,792,32350,confirmed,1.0
31,3,rectangle,368,238,29575,confirmed,1.0
31,4,trapezoid,1945,655,7059,coasting,1.0
31,5,triangle,608,701,12705,confirmed,1.0
32,1,pentagon,1365,772,36382,confirmed,1.0
32,2,circle,487,794,32390,confirmed,1.0
32,3,rectangle,368,238,29575,confirmed,1.0
32,4,trapezoid,1946,650,7059,coasting,1.0
32,5,triangle,621,704,16703,confirmed,1.0
33,1,pentagon,1365,771,36127,confirmed,1.0
33,2,circle,444,787,32406,confirmed,1.0
33,3,rectangle,368,238,29575,confirmed,1.0
33,4,trapezoid,1948,645,7059,coasting,1.0
33,5,triangle,619,716,19381,confirmed,0.957
34,1,pentagon,1365,771,36152,confirmed,1.0
34,2,circle,404,777,32392,confirmed,1.0
34,3,rectangle,368,238,29575,confirmed,1.0
34,4,trapezoid,1949,641,7059,coasting,1.0
34,5,triangle,612,722,20768,confirmed,0.958
35,1,pentagon,1365,771,36177,confirmed,1.0
35,2,circle,370,760,32364,confirmed,1.0
35,3,rectangle,368,238,29575,confirmed,1.0
35,4,trapezoid,1950,637,7059,coasting,1.0
35,5,triangle,609,723,20780,confirmed,0.96
36,1,pentagon,1365,771,36215,confirmed,1.0
36,2,circle,344,739,32393,confirmed,1.0
36,3,rectangle,366,238,29575,confirmed,1.0
36,4,trapezoid,1951,634,7059,coasting,1.0
36,5,triangle,610,723,20791,confirmed,0.962
37,1,pentagon,1365,771,36215,confirmed,1.0
37,2,circle,324,716,32360,confirmed,1.0
37,3,rectangle,366,238,29575,confirmed,1.0
37,4,trapezoid,1952,630,7059,coasting,1.0
37,5,triangle,610,723,20842,confirmed,0.963
38,1,pentagon,1365,771,36244,confirmed,1.0
38,2,circle,309,692,32403,confirmed,1.0
38,3,rectangle,366,238,29575,confirmed,1.0
38,5,triangle,610,721,20462,confirmed,0.964
39,1,pentagon,1365,771,36281,confirmed,1.0
39,2,circle,299,668,32417,confirmed,1.0
39,3,rectangle,366,238,29575,confirmed,1.0
39,5,triangle,610,720,20473,confirmed,0.966
40,1,pentagon,1365,771,36335,confirmed,1.0
40,2,circle,292,643,32396,confirmed,1.0
40,3,rectangle,366,238,29575,confirmed,1.0
40,5,triangle,610,720,20509,confirmed,0.967
41,1,pentagon,1365,771,36374,confirmed,1.0
41,2,circle,287,617,32399,confirmed,1.0
41,3,rectangle,366,238,29575,confirmed,1.0
41,5,triangle,610,720,20519,confirmed,0.968
42,1,pentagon,1365,770,36392,confirmed,1.0
42,2,circle,282,593,32407,confirmed,1.0
42,3,rectangle,366,238,29575,confirmed,1.0
42,5,triangle,611,720,20546,confirmed,0.969
43,1,pentagon,1365,770,36119,confirmed,1.0
43,2,circle,278,568,32363,confirmed,1.0
43,3,rectangle,366,238,29575,confirmed,1.0
43,5,triangle,611,720,20611,confirmed,0.97
44,1,pentagon,1365,769,36160,confirmed,1.0
44,2,circle,275,543,32364,confirmed,1.0
44,3,rectangle,364,238,29575,confirmed,1.0
44,5,triangle,611,720,20637,confirmed,0.971
45,1,pentagon,1365,769,36199,confirmed,1.0
45,2,circle,272,519,32380,confirmed,1.0
45,3,rectangle,364,238,29575,confirmed,1.0
45,5,triangle,611,720,20656,confirmed,0.971
46,1,pentagon,1365,769,36211,confirmed,1.0
46,2,circle,272,494,32365,confirmed,1.0
46,3,rectangle,364,238,29575,confirmed,1.0
46,5,triangle,611,720,20693,confirmed,0.972
47,1,pentagon,1365,769,36249,confirmed,1.0
47,2,circle,272,469,32382,confirmed,1.0
47,3,rectangle,364,238,29575,confirmed,1.0
47,5,triangle,612,720,20740,confirmed,0.973
48,1,pentagon,1365,769,36318,confirmed,1.0
48,2,circle,273,444,32394,confirmed,1.0
48,3,rectangle,364,238,29575,confirmed,1.0
48,5,triangle,612,720,20803,confirmed,0.974
49,1,pentagon,1365,768,36342,confirmed,1.0
49,2,circle,272,419,32353,confirmed,1.0
49,3,rectangle,363,236,28734,confirmed,0.978
49,5,triangle,612,720,20805,confirmed,0.974
50,1,pentagon,1365,767,36093,confirmed,1.0
50,2,circle,271,394,32402,confirmed,1.0
50,3,rectangle,365,232,27381,confirmed,0.956
50,5,triangle,612,719,20431,confirmed,0.975
51,1,pentagon,1365,767,36160,confirmed,1.0
51,2,circle,268,370,32394,confirmed,1.0
51,3,rectangle,367,229,25872,confirmed,0.956
51,5,triangle,613,718,20503,confirmed,0.976
52,1,pentagon,1365,767,36184,confirmed,1.0
52,2,circle,259,345,32388,confirmed,0.978
52,3,rectangle,368,228,24907,confirmed,0.956
52,5,triangle,613,718,20564,confirmed,0.976
53,1,pentagon,1365,767,36234,confirmed,1.0
53,2,circle,245,322,32370,confirmed,0.978
53,3,rectangle,369,228,25041,confirmed,0.956
53,5,triangle,613,718,20570,confirmed,0.977
54,1,pentagon,1365,767,36319,confirmed,1.0
54,2,circle,226,299,32380,confirmed,0.978
54,3,rectangle,368,229,26115,confirmed,0.956
54,5,triangle,614,718,20629,confirmed,0.977
55,1,pentagon,1365,766,36340,confirmed,1.0
55,2,circle,204,277,32359,confirmed,0.978
55,3,rectangle,365,232,28578,confirmed,0.956
55,5,triangle,614,718,20723,confirmed,0.978
56,1,pentagon,1365,765,36121,confirmed,1.0
56,2,circle,169,269,32374,confirmed,0.978
56,3,rectangle,361,237,29861,confirmed,0.956
56,5,triangle,614,718,20756,confirmed,0.978
57,1,pentagon,1364,765,36171,confirmed,1.0
57,2,circle,133,282,32401,confirmed,0.978
57,3,rectangle,360,239,29861,confirmed,0.956
57,5,triangle,615,718,20808,confirmed,0.978
57,6,trapezoid,1890,873,8955,confirmed,0.0
58,1,pentagon,1364,765,36251,confirmed,1.0
58,2,circle,111,306,32382,confirmed,0.978
58,3,rectangle,358,239,29861,confirmed,0.956
58,5,triangle,615,716,20467,confirmed,0.978
58,6,trapezoid,1886,836,10509,confirmed,0.0
59,1,pentagon,1364,764,36328,confirmed,1.0
59,2,circle,89,323,32517,confirmed,0.978
59,3,rectangle,358,238,29861,confirmed,0.956
59,5,triangle,615,716,20517,confirmed,0.978
59,6,trapezoid,1879,792,12059,confirmed,0.0
60,1,pentagon,1364,763,36112,confirmed,1.0
60,2,circle,73,345,31517,confirmed,0.978
60,3,rectangle,358,238,29861,confirmed,0.956
60,5,triangle,616,716,20587,confirmed,0.978
60,6,trapezoid,1872,744,13681,confirmed,0.0
61,1,pentagon,1364,763,36174,confirmed,1.0
61,2,circle,63,370,30089,confirmed,0.978
61,3,rectangle,356,240,29575,confirmed,0.956
61,5,triangle,616,716,20654,confirmed,0.978
61,6,trapezoid,1865,696,15198,confirmed,0.0
62,1,pentagon,1364,763,36256,confirmed,1.0
62,2,circle,58,397,28763,confirmed,0.978
62,3,rectangle,356,240,29575,confirmed,0.956
62,5,triangle,617,716,20717,confirmed,0.978
62,6,trapezoid,1858,649,16612,confirmed,0.0
63,1,pentagon,1364,763,36342,confirmed,1.0
63,2,circle,56,425,27380,confirmed,0.978
63,3,rectangle,356,240,29575,confirmed,0.956
63,5,triangle,617,716,20820,confirmed,0.978
63,6,trapezoid,1852,605,17947,confirmed,0.0
64,1,pentagon,1364,761,36141,confirmed,1.0
64,2,circle,55,453,25917,confirmed,0.978
64,3,rectangle,354,240,29575,confirmed,0.956
64,5,triangle,617,715,20435,confirmed,0.978
64,6,trapezoid,1847,563,19374,confirmed,0.0
65,1,pentagon,1364,761,36205,confirmed,1.0
65,2,circle,56,480,24540,confirmed,0.978
65,3,rectangle,354,240,29575,confirmed,0.956
65,5,triangle,618,714,20552,confirmed,0.978
65,6,trapezoid,1841,525,20915,confirmed,0.0
66,1,pentagon,1364,761,36340,confirmed,1.0
66,2,circle,56,507,23490,confirmed,0.978
66,3,rectangle,354,240,29575,confirmed,0.956
66,5,triangle,618,714,20602,confirmed,0.978
66,6,trapezoid,1836,487,22230,confirmed,0.0
67,1,pentagon,1364,760,36106,confirmed,1.0
67,2,circle,56,532,22434,confirmed,0.978
67,3,rectangle,352,240,29575,confirmed,0.956
67,5,triangle,619,714,20697,confirmed,0.978
67,6,trapezoid,1831,451,23654,confirmed,0.0
68,1,pentagon,1364,759,36195,confirmed,1.0
68,2,circle,55,557,21326,confirmed,0.978
68,3,rectangle,352,240,29861,confirmed,0.956
68,5,triangle,619,714,20765,confirmed,0.978
68,6,trapezoid,1826,415,25045,confirmed,0.0
69,1,pentagon,1364,759,36273,confirmed,1.0
69,2,circle,54,582,20268,confirmed,0.978
69,3,rectangle,352,240,29861,confirmed,0.956
69,5,triangle,620,713,20423,confirmed,0.978
69,6,trapezoid,1821,380,26053,confirmed,0.0
70,1,pentagon,1364,758,36332,confirmed,1.0
70,2,circle,51,606,19101,confirmed,0.978
70,3,rectangle,350,240,29861,confirmed,0.956
70,5,triangle,620,712,20516,confirmed,0.978
70,6,trapezoid,1816,344,26750,confirmed,0.0
71,1,pentagon,1364,757,36160,confirmed,1.0
71,2,circle,48,630,17986,confirmed,0.978
71,3,rectangle,350,240,29861,confirmed,0.956
71,5,triangle,621,712,20627,confirmed,0.978
71,6,trapezoid,1809,308,27131,confirmed,0.0
72,1,pentagon,1364,757,36248,confirmed,1.0
72,2,circle,45,654,16851,confirmed,0.978
72,3,rectangle,348,240,29861,confirmed,0.956
72,5,triangle,621,712,20699,confirmed,0.978
72,6,trapezoid,1799,270,27055,confirmed,1.0
73,1,pentagon,1364,756,36318,confirmed,1.0
73,2,circle,44,678,17873,confirmed,0.978
73,3,rectangle,348,240,29861,confirmed,0.956
73,5,triangle,622,712,20834,confirmed,0.978
73,6,trapezoid,1790,233,27187,confirmed,1.0
74,1,pentagon,1364,755,36169,confirmed,1.0
74,2,circle,44,702,19023,confirmed,0.978
74,3,rectangle,346,242,29575,confirmed,0.956
74,5,triangle,623,711,20467,confirmed,0.978
74,6,trapezoid,1779,207,27140,confirmed,1.0
75,1,pentagon,1363,755,36281,confirmed,1.0
75,2,circle,46,727,20266,confirmed,0.978
75,3,rectangle,346,242,29575,confirmed,0.956
75,5,triangle,623,710,20583,confirmed,0.978
75,6,trapezoid,1771,233,27105,confirmed,1.0
76,1,pentagon,1363,753,36093,confirmed,1.0
76,2,circle,50,751,21395,confirmed,0.978
76,3,rectangle,346,242,29575,confirmed,0.956
76,5,triangle,624,710,20721,confirmed,0.978
76,6,trapezoid,1763,274,27106,confirmed,1.0
77,1,pentagon,1363,753,36202,confirmed,1.0
77,2,circle,53,776,22538,confirmed,0.978
77,3,rectangle,344,242,29575,confirmed,0.956
77,5,triangle,624,710,20792,confirmed,0.978
77,6,trapezoid,1755,317,27116,confirmed,1.0
78,1,pentagon,1363,752,36322,confirmed,1.0
78,2,circle,58,801,24075,confirmed,0.978
78,3,rectangle,344,242,29861,confirmed,0.956
78,5,triangle,625,708,20498,confirmed,1.0
78,6,trapezoid,1747,358,27135,confirmed,1.0
79,1,pentagon,1363,751,36181,confirmed,1.0
79,2,circle,64,825,26647,confirmed,0.978
79,3,rectangle,342,242,29861,confirmed,0.956
79,5,triangle,626,708,20590,confirmed,1.0
79,6,trapezoid,1739,396,27138,confirmed,1.0
80,1,pentagon,1363,751,36349,confirmed,1.0
80,2,circle,73,849,30087,confirmed,0.978
80,3,rectangle,342,242,29861,confirmed,0.956
80,5,triangle,626,708,20696,confirmed,1.0
80,6,trapezoid,1731,435,27035,confirmed,1.0
81,1,pentagon,1363,749,36175,confirmed,1.0
81,2,circle,88,870,32498,confirmed,0.978
81,3,rectangle,340,244,29575,confirmed,0.956
81,5,triangle,627,707,20410,confirmed,1.0
81,6,trapezoid,1724,474,27028,confirmed,1.0
82,1,pentagon,1363,749,36284,confirmed,1.0
82,2,circle,133,880,32365,confirmed,0.978
82,3,rectangle,340,244,29575,confirmed,0.956
82,5,triangle,628,706,20545,confirmed,1.0
82,6,trapezoid,1718,512,27057,confirmed,1.0
83,1,pentagon,1363,747,36107,confirmed,1.0
83,2,circle,178,882,32426,confirmed,0.978
83,3,rectangle,338,244,29575,confirmed,0.956
83,5,triangle,629,706,20655,confirmed,1.0
83,6,trapezoid,1712,550,27133,confirmed,1.0
84,1,pentagon,1363,747,36214,confirmed,1.0
84,2,circle,222,873,32373,confirmed,0.978
84,3,rectangle,338,244,29861,confirmed,0.956
84,5,triangle,629,706,20777,confirmed,1.0
84,6,trapezoid,1706,588,27126,confirmed,1.0
85,1,pentagon,1363,746,36074,confirmed,1.0
85,2,circle,264,861,32372,confirmed,0.978
85,3,rectangle,336,244,29861,confirmed,0.956
85,5,triangle,630,704,20517,confirmed,1.0
85,6,trapezoid,1699,625,27028,confirmed,1.0
86,1,pentagon,1363,745,36187,confirmed,1.0
86,2,circle,303,847,32370,confirmed,0.978
86,3,rectangle,336,244,29861,confirmed,0.956
86,5,triangle,631,704,20650,confirmed,1.0
86,6,trapezoid,1693,663,27069,confirmed,1.0
87,1,pentagon,1362,744,36065,confirmed,1.0
87,2,circle,336,830,32399,confirmed,0.978
87,3,rectangle,334,246,29575,confirmed,0.956
87,5,triangle,632,704,20774,confirmed,1.0
87,6,trapezoid,1687,701,27107,confirmed,1.0
88,1,pentagon,1362,743,36198,confirmed,1.0
88,2,circle,363,810,32416,confirmed,0.978
88,3,rectangle,332,246,29575,confirmed,0.956
88,5,triangle,632,703,20471,confirmed,1.0
88,6,trapezoid,1683,739,27171,confirmed,1.0
89,1,pentagon,1362,741,36085,confirmed,1.0
89,2,circle,385,788,32468,confirmed,0.978
89,3,rectangle,332,246,29861,confirmed,0.956
89,5,triangle,633,702,20615,confirmed,1.0
89,6,trapezoid,1679,777,27106,confirmed,1.0
90,1,pentagon,1362,741,36266,confirmed,1.0
90,2,circle,402,764,32415,confirmed,0.978
90,3,rectangle,330,246,29861,confirmed,0.956
90,5,triangle,634,702,20780,confirmed,1.0
90,6,trapezoid,1676,815,27114,confirmed,1.0
91,1,pentagon,1362,739,36163,confirmed,1.0
91,2,circle,414,741,32393,confirmed,0.978
91,3,rectangle,330,246,29861,confirmed,0.956
91,5,triangle,635,700,20527,confirmed,1.0
91,6,trapezoid,1673,853,27168,confirmed,1.0
92,1,pentagon,1362,739,36319,confirmed,1.0
92,2,circle,426,716,32372,confirmed,0.978
92,3,rectangle,328,248,29575,confirmed,0.956
92,5,triangle,636,700,20675,confirmed,1.0
92,6,trapezoid,1672,891,27102,confirmed,1.0
93,1,pentagon,1362,737,36172,confirmed,1.0
93,2,circle,439,692,32400,confirmed,0.978
93,3,rectangle,326,248,29575,confirmed,0.956
93,5,triangle,637,700,20866,confirmed,1.0
93,6,trapezoid,1670,929,27064,confirmed,1.0
94,1,pentagon,1362,737,36326,confirmed,1.0
94,2,circle,445,668,32419,confirmed,0.978
94,3,rectangle,326,248,29861,confirmed,0.956
94,5,triangle,638,698,20581,confirmed,1.0
94,6,trapezoid,1667,967,27054,confirmed,1.0
95,1,pentagon,1362,735,36191,confirmed,1.0
95,2,circle,447,643,32388,confirmed,0.978
95,3,rectangle,324,248,29861,confirmed,0.956
95,5,triangle,639,698,20754,confirmed,1.0
95,6,trapezoid,1661,982,27072,confirmed,1.0
96,1,pentagon,1361,733,36070,confirmed,1.0
96,2,circle,447,618,32395,confirmed,0.978
96,3,rectangle,322,250,29575,confirmed,0.956
96,5,triangle,640,697,20484,confirmed,1.0
96,6,trapezoid,1653,952,27059,confirmed,1.0
97,1,pentagon,1361,733,36284,confirmed,1.0
97,2,circle,449,593,32369,confirmed,0.978
97,3,rectangle,322,250,29575,confirmed,0.956
97,5,triangle,641,696,20655,confirmed,1.0
97,6,trapezoid,1646,933,27096,confirmed,1.0
98,1,pentagon,1361,731,36196,confirmed,1.0
98,2,circle,449,568,32394,confirmed,0.978
98,3,rectangle,320,250,29861,confirmed,0.956
98,5,triangle,642,695,20414,confirmed,1.0
98,6,trapezoid,1636,875,27078,confirmed,1.0
99,1,pentagon,1361,730,36369,confirmed,1.0
99,2,circle,451,544,32392,confirmed,0.978
99,3,rectangle,318,250,29861,confirmed,0.978
99,5,triangle,643,694,20593,confirmed,1.0
99,6,trapezoid,1627,828,27113,confirmed,1.0
100,1,pentagon,1361,729,36243,confirmed,1.0
100,2,circle,452,519,32415,confirmed,0.978
100,3,rectangle,318,252,29575,confirmed,1.0
100,5,triangle,644,694,20791,confirmed,1.0
100,6,trapezoid,1621,787,27146,confirmed,1.0
101,1,pentagon,1360,727,36152,confirmed,1.0
101,2,circle,453,494,32378,confirmed,0.978
101,3,rectangle,316,252,29575,confirmed,1.0
101,5,triangle,645,692,20548,confirmed,1.0
101,6,trapezoid,1616,748,27179,confirmed,1.0
102,1,pentagon,1360,726,36076,confirmed,1.0
102,2,circle,454,469,32379,confirmed,0.978
102,3,rectangle,314,252,29861,confirmed,1.0
102,5,triangle,646,692,20745,confirmed,1.0
102,6,trapezoid,1612,711,27070,confirmed,1.0
103,1,pentagon,1360,725,36328,confirmed,1.0
103,2,circle,455,444,32391,confirmed,0.978
103,3,rectangle,312,254,29575,confirmed,1.0
103,5,triangle,647,690,20541,confirmed,1.0
103,6,trapezoid,1607,673,27041,confirmed,1.0
104,1,pentagon,1360,723,36192,confirmed,1.0
104,2,circle,456,419,32398,confirmed,0.978
104,3,rectangle,311,253,29513,confirmed,1.0
104,5,triangle,648,690,20756,confirmed,1.0
104,6,trapezoid,1602,635,27086,confirmed,1.0
105,1,pentagon,1360,721,36107,confirmed,1.0
105,2,circle,457,394,32455,confirmed,0.978
105,3,rectangle,309,253,29437,confirmed,0.978
105,5,triangle,649,688,20554,confirmed,1.0
105,6,trapezoid,1596,597,27020,confirmed,1.0
106,1,pentagon,1359,720,36319,confirmed,1.0
106,2,circle,458,370,32473,confirmed,0.978
106,3,rectangle,306,252,29022,confirmed,0.956
106,5,triangle,650,688,20739,confirmed,1.0
106,6,trapezoid,1591,559,27039,confirmed,1.0
107,1,pentagon,1359,719,36299,confirmed,1.0
107,2,circle,460,345,32384,confirmed,0.978
107,3,rectangle,303,253,28468,confirmed,0.933
107,5,triangle,651,686,20526,confirmed,1.0
107,6,trapezoid,1585,522,27112,confirmed,1.0
108,1,pentagon,1359,717,36195,confirmed,1.0
108,2,circle,470,321,32413,confirmed,0.978
108,3,rectangle,304,255,29522,confirmed,0.933
108,5,triangle,652,686,20712,confirmed,1.0
108,6,trapezoid,1579,484,27198,confirmed,1.0
109,1,pentagon,1359,715,36122,confirmed,1.0
109,2,circle,498,302,32408,confirmed,0.978
109,3,rectangle,304,258,29575,confirmed,0.933
109,5,triangle,654,684,20521,confirmed,1.0
109,6,trapezoid,1573,446,27107,confirmed,1.0
110,1,pentagon,1358,714,36343,confirmed,1.0
110,2,circle,538,292,32403,confirmed,0.978
110,3,rectangle,302,258,29575,confirmed,0.933
110,5,triangle,655,684,20776,confirmed,1.0
110,6,trapezoid,1566,408,27117,confirmed,1.0
111,1,pentagon,1358,713,36351,confirmed,1.0
111,2,circle,583,290,32384,confirmed,0.978
111,3,rectangle,300,258,29861,confirmed,0.933
111,5,triangle,656,682,20596,confirmed,1.0
111,6,trapezoid,1558,370,27252,confirmed,1.0
112,1,pentagon,1358,711,36255,confirmed,1.0
112,2,circle,626,298,32392,confirmed,0.978
112,3,rectangle,298,260,29575,confirmed,0.933
112,5,triangle,657,682,20794,confirmed,1.0
112,6,trapezoid,1548,332,27131,confirmed,1.0
113,1,pentagon,1357,709,36189,confirmed,1.0
113,2,circle,664,313,32399,confirmed,0.978
113,3,rectangle,298,260,29861,confirmed,0.933
113,5,triangle,659,680,20614,confirmed,1.0
113,6,trapezoid,1536,295,27114,confirmed,1.0
114,1,pentagon,1357,707,36184,confirmed,1.0
114,2,circle,685,335,32406,confirmed,0.978
114,3,rectangle,296,262,29575,confirmed,0.933
114,5,triangle,660,678,20478,confirmed,1.0
114,6,trapezoid,1524,258,27177,confirmed,1.0
115,1,pentagon,1357,705,36140,confirmed,1.0
115,2,circle,699,360,32401,confirmed,0.978
115,3,rectangle,294,262,29861,confirmed,0.933
115,5,triangle,661,678,20692,confirmed,1.0
