frame,track_id,shape,cx,cy,area,state,confidence
69,6,trapezoid,1823,379,25978,confirmed,0.0
70,1,pentagon,1364,758,36656,confirmed,1.0
70,2,circle,52,605,19240,confirmed,1.0
70,3,rectangle,350,240,29913,confirmed,0.956
70,5,triangle,620,712,20757,confirmed,0.978
70,6,hexagon,1818,346,21466,confirmed,0.0
71,1,pentagon,1364,757,36537,confirmed,1.0
71,2,circle,48,630,18099,confirmed,1.0
71,3,rectangle,349,240,29969,confirmed,0.956
71,5,triangle,621,712,20870,confirmed,0.978
71,6,trapezoid,1809,310,26372,confirmed,0.0
72,1,pentagon,1364,756,36615,confirmed,1.0
72,2,circle,45,654,16973,confirmed,1.0
72,3,rectangle,348,240,29952,confirmed,0.956
72,5,triangle,621,712,20889,confirmed,0.978
72,6,trapezoid,1796,269,26030,confirmed,1.0
73,1,pentagon,1364,756,36704,confirmed,1.0
73,2,circle,44,678,18007,confirmed,1.0
73,3,rectangle,347,241,29936,confirmed,0.956
73,5,triangle,622,712,21007,confirmed,0.978
73,6,trapezoid,1791,231,25857,confirmed,0.5
74,1,pentagon,1363,755,36563,confirmed,1.0
74,2,circle,44,702,19209,confirmed,1.0
74,3,rectangle,346,241,29806,confirmed,0.956
74,5,triangle,622,710,20740,confirmed,0.978
74,6,trapezoid,1782,199,26876,confirmed,0.5
75,1,pentagon,1363,754,36613,confirmed,1.0
75,2,circle,46,727,20374,confirmed,1.0
75,3,rectangle,346,241,29803,confirmed,0.956
75,5,triangle,623,710,20842,confirmed,0.978
75,6,trapezoid,1773,230,26321,confirmed,0.667
76,1,pentagon,1363,753,36491,confirmed,1.0
76,2,circle,50,751,21560,confirmed,1.0
76,3,rectangle,345,241,29804,confirmed,0.956
76,5,triangle,624,710,20893,confirmed,0.978
76,6,trapezoid,1764,249,20494,confirmed,0.667
77,1,pentagon,1363,753,36530,confirmed,1.0
77,2,circle,54,776,22702,confirmed,1.0
77,3,rectangle,344,241,29765,confirmed,0.956
77,5,triangle,624,710,20986,confirmed,0.978
77,6,trapezoid,1755,310,26897,confirmed,0.75
78,1,pentagon,1363,752,36655,confirmed,1.0
78,2,circle,58,801,24271,confirmed,1.0
78,3,rectangle,343,242,29899,confirmed,0.956
78,5,triangle,625,708,20742,confirmed,1.0
78,6,trapezoid,1747,350,20584,confirmed,0.75
79,1,pentagon,1363,751,36540,confirmed,1.0
79,2,circle,64,825,26846,confirmed,1.0
79,3,rectangle,342,242,29912,confirmed,0.956
79,5,triangle,626,708,20834,confirmed,1.0
79,6,trapezoid,1738,393,20515,confirmed,0.75
80,1,pentagon,1363,750,36575,confirmed,1.0
80,2,circle,73,849,30270,confirmed,1.0
80,3,rectangle,341,242,29913,confirmed,0.956
80,5,triangle,626,708,20917,confirmed,1.0
80,6,trapezoid,1729,434,27262,confirmed,0.75
81,1,pentagon,1363,749,36481,confirmed,1.0
81,2,circle,88,870,32839,confirmed,1.0
81,3,rectangle,340,244,29794,confirmed,0.956
81,5,triangle,627,706,20648,confirmed,1.0
81,6,trapezoid,1724,473,26540,confirmed,0.6
82,1,pentagon,1363,748,36571,confirmed,1.0
82,2,circle,133,880,32670,confirmed,1.0
82,3,rectangle,339,243,29788,confirmed,0.956
82,5,triangle,628,706,20791,confirmed,1.0
82,6,trapezoid,1717,514,27123,confirmed,0.6
83,1,pentagon,1363,747,36486,confirmed,1.0
83,2,circle,178,882,32690,confirmed,1.0
83,3,rectangle,338,243,29814,confirmed,0.956
83,5,triangle,629,706,20873,confirmed,1.0
83,6,trapezoid,1711,553,27063,confirmed,0.6
84,1,pentagon,1363,747,36533,confirmed,1.0
84,2,circle,222,873,32668,confirmed,1.0
84,3,rectangle,337,244,29949,confirmed,0.956
84,5,triangle,629,706,20997,confirmed,1.0
84,6,trapezoid,1704,592,27249,confirmed,0.6
85,1,pentagon,1363,745,36427,confirmed,1.0
85,2,circle,264,861,32672,confirmed,1.0
85,3,rectangle,336,244,29940,confirmed,0.956
85,5,triangle,630,704,20730,confirmed,1.0
85,6,trapezoid,1695,625,25676,confirmed,0.5
86,1,pentagon,1362,745,36532,confirmed,1.0
86,2,circle,303,847,32656,confirmed,1.0
86,3,rectangle,335,244,29917,confirmed,0.956
86,5,triangle,631,704,20845,confirmed,1.0
86,6,trapezoid,1691,660,25056,confirmed,0.429
87,1,pentagon,1362,743,36465,confirmed,1.0
87,2,circle,336,830,32654,confirmed,1.0
87,3,rectangle,333,245,29847,confirmed,0.956
87,5,triangle,632,704,20980,confirmed,1.0
87,6,trapezoid,1686,698,27174,confirmed,0.429
88,1,pentagon,1362,743,36530,confirmed,1.0
88,2,circle,363,810,32653,confirmed,1.0
88,3,rectangle,332,245,29837,confirmed,0.956
88,5,triangle,633,702,20721,confirmed,1.0
88,6,trapezoid,1680,737,21435,confirmed,0.429
89,1,pentagon,1362,741,36485,confirmed,1.0
89,2,circle,385,788,32680,confirmed,1.0
89,3,rectangle,331,247,29953,confirmed,0.956
89,5,triangle,633,702,20836,confirmed,1.0
89,6,trapezoid,1676,777,20936,confirmed,0.429
90,1,pentagon,1362,740,36554,confirmed,1.0
90,2,circle,401,764,32659,confirmed,1.0
90,3,rectangle,330,247,29881,confirmed,0.956
90,5,triangle,634,702,20969,confirmed,1.0
90,6,pentagon,1679,814,26230,confirmed,0.5
91,1,pentagon,1362,739,36457,confirmed,1.0
91,2,circle,414,741,32654,confirmed,1.0
91,3,rectangle,329,247,30015,confirmed,0.956
91,5,triangle,635,700,20752,confirmed,1.0
91,6,pentagon,1677,853,21319,confirmed,0.5
92,1,pentagon,1362,738,36589,confirmed,1.0
92,2,circle,426,716,32664,confirmed,1.0
92,3,rectangle,327,247,29799,confirmed,0.956
92,5,triangle,636,700,20874,confirmed,1.0
92,6,pentagon,1676,892,26969,confirmed,0.5
93,1,pentagon,1362,737,36509,confirmed,1.0
93,2,circle,439,692,32687,confirmed,1.0
93,3,rectangle,326,247,29822,confirmed,0.956
93,5,triangle,637,700,21032,confirmed,1.0
93,6,pentagon,1673,930,26786,confirmed,0.5
94,1,pentagon,1362,736,36649,confirmed,1.0
94,2,circle,445,668,32679,confirmed,1.0
94,3,rectangle,325,249,29948,confirmed,0.956
94,5,triangle,638,698,20818,confirmed,1.0
94,6,pentagon,1669,968,26828,confirmed,0.5
95,1,pentagon,1362,735,36691,confirmed,1.0
95,2,circle,447,643,32652,confirmed,1.0
95,3,rectangle,323,249,29935,confirmed,0.956
95,5,triangle,639,698,20950,confirmed,1.0
95,6,pentagon,1666,1007,26828,coasting,0.5
96,1,pentagon,1362,733,36570,confirmed,1.0
96,2,circle,447,618,32669,confirmed,1.0
96,3,rectangle,322,250,29829,confirmed,0.956
96,5,triangle,640,696,20748,confirmed,1.0
96,6,trapezoid,1654,959,26949,confirmed,0.444
97,1,pentagon,1361,732,36693,confirmed,1.0
97,2,circle,449,593,32660,confirmed,1.0
97,3,rectangle,321,249,29807,confirmed,0.956
97,5,triangle,641,696,20858,confirmed,1.0
97,6,trapezoid,1645,910,26538,confirmed,0.5
98,1,pentagon,1361,731,36565,confirmed,1.0
98,2,circle,449,568,32637,confirmed,1.0
98,3,rectangle,319,250,29954,confirmed,0.956
98,5,triangle,641,694,20670,confirmed,1.0
98,6,trapezoid,1637,875,27135,confirmed,0.5
99,1,pentagon,1361,730,36679,confirmed,1.0
99,2,circle,451,544,32663,confirmed,1.0
99,3,rectangle,318,251,29951,confirmed,0.978
99,5,triangle,642,694,20856,confirmed,1.0
99,6,trapezoid,1628,839,20225,confirmed,0.5
100,1,pentagon,1361,728,36613,confirmed,1.0
100,2,circle,452,519,32671,confirmed,1.0
100,3,rectangle,317,251,29828,confirmed,1.0
100,5,triangle,644,694,20991,confirmed,1.0
100,6,trapezoid,1621,799,20470,confirmed,0.5
101,1,pentagon,1361,727,36622,confirmed,1.0
101,2,circle,453,494,32669,confirmed,1.0
101,3,rectangle,315,251,29839,confirmed,1.0
101,5,triangle,645,692,20825,confirmed,1.0
101,6,trapezoid,1613,758,27576,confirmed,0.5
102,1,pentagon,1360,725,36430,confirmed,1.0
102,2,circle,454,469,32704,confirmed,1.0
102,3,rectangle,314,252,29927,confirmed,1.0
102,5,triangle,646,692,20955,confirmed,1.0
102,6,trapezoid,1608,717,20591,confirmed,0.5
103,1,pentagon,1360,724,36598,confirmed,1.0
103,2,circle,455,444,32676,confirmed,1.0
103,3,rectangle,312,254,29897,confirmed,1.0
103,5,triangle,647,690,20796,confirmed,1.0
103,6,trapezoid,1602,677,21966,confirmed,0.455
104,1,pentagon,1360,723,36578,confirmed,1.0
104,2,circle,456,419,32663,confirmed,1.0
104,3,rectangle,311,253,29740,confirmed,1.0
104,5,triangle,648,690,20963,confirmed,1.0
104,6,trapezoid,1598,634,26252,confirmed,0.5
105,1,pentagon,1360,721,36480,confirmed,1.0
105,2,circle,457,394,32677,confirmed,1.0
105,3,rectangle,308,253,29503,confirmed,0.978
105,5,triangle,649,688,20780,confirmed,1.0
105,6,trapezoid,1595,595,19813,confirmed,0.5
106,1,pentagon,1359,720,36766,confirmed,1.0
106,2,circle,458,370,32682,confirmed,1.0
106,3,rectangle,306,252,29104,confirmed,0.956
106,5,triangle,650,688,20932,confirmed,1.0
106,6,trapezoid,1594,557,29115,confirmed,0.5
107,1,pentagon,1359,718,36588,confirmed,1.0
107,2,circle,460,345,32658,confirmed,1.0
107,3,rectangle,303,253,28716,confirmed,0.933
107,5,triangle,651,686,20736,confirmed,1.0
107,6,trapezoid,1591,520,20992,confirmed,0.5
108,1,pentagon,1359,717,36642,confirmed,1.0
108,2,circle,470,321,32654,confirmed,1.0
108,3,rectangle,304,255,29611,confirmed,0.933
108,5,triangle,652,686,20942,confirmed,1.0
108,6,trapezoid,1585,483,27134,confirmed,0.5
109,1,pentagon,1358,715,36514,confirmed,1.0
109,2,circle,498,302,32648,confirmed,1.0
109,3,rectangle,303,257,29877,confirmed,0.933
109,5,triangle,654,684,20753,confirmed,1.0
109,6,trapezoid,1578,446,27280,confirmed,0.5
110,1,pentagon,1358,714,36700,confirmed,1.0
110,2,circle,538,292,32654,confirmed,1.0
110,3,rectangle,301,257,29855,confirmed,0.933
110,5,triangle,655,684,20963,confirmed,1.0
110,6,trapezoid,1570,410,27093,confirmed,0.5
111,1,pentagon,1358,712,36675,confirmed,1.0
111,2,circle,583,290,32656,confirmed,1.0
111,3,rectangle,300,258,29884,confirmed,0.933
111,5,triangle,656,682,20809,confirmed,1.0
111,6,trapezoid,1562,373,20599,confirmed,0.5
112,1,pentagon,1358,711,36620,confirmed,1.0
112,2,circle,626,298,32660,confirmed,1.0
112,3,rectangle,298,259,29856,confirmed,0.933
112,5,triangle,657,682,20995,confirmed,1.0
112,6,trapezoid,1553,335,26876,confirmed,0.5
113,1,pentagon,1357,709,36598,confirmed,1.0
113,2,circle,664,313,32685,confirmed,1.0
113,3,rectangle,297,260,29957,confirmed,0.933
113,5,triangle,659,680,20837,confirmed,1.0
113,6,trapezoid,1542,298,26936,confirmed,0.5
114,1,pentagon,1357,707,36560,confirmed,1.0
114,2,circle,685,335,32673,confirmed,1.0
114,3,rectangle,295,262,29808,confirmed,0.933
114,5,triangle,660,678,20672,confirmed,1.0
114,6,trapezoid,1530,261,26828,confirmed,0.5
115,1,pentagon,1357,705,36545,confirmed,1.0
115,2,circle,699,360,32661,confirmed,1.0
115,3,rectangle,293,262,29886,confirmed,0.933
115,5,triangle,661,678,20880,confirmed,1.0
115,6,trapezoid,1515,223,26642,confirmed,0.5
116,1,pentagon,1356,703,36511,confirmed,1.0
116,2,circle,709,386,32693,confirmed,1.0
116,3,rectangle,292,263,29758,confirmed,0.933
